746820    0007710	87127	732714	1330378
974673    0009418	56222	278805	9586900
051220    0005511	63764	415358	7520591
910474    0009902	29545	581779	8845800
182810    0002243	80065	129000	9690225
691737    0005845	87127	543418	3395826
220267    0006080	64913	715128	2165201
456195    0001610	37408	822682	9872898
183889    0006645	50996	913806	3277847
326672    0009504	80742	760429	3038019
594842    0003583	56638	730112	1250162
877328    0006606	84554	192604	3326712
757553    0009239	45207	794603	7553346
620194    0004039	54982	250325	2593415
674755    0002502	67916	632984	7047063
874528    0007968	16137	114603	1430946
224985    0008307	62463	881141	4262522
673853    0004413	84698	330601	2344320
192512    0006239	88248	600809	6560106
688398    0001261	38503	746274	7487259
576112    0001433	42458	528603	3587388
634261    0007240	36480	239685	6533179
996491    0003193	94358	971133	5077106
341628    0003516	90064	451614	7835592
864641    0001889	30062	958845	4953852
592436    0002093	13053	647797	4666661
181950    0003761	44339	294046	2258121
021199    0005396	25326	367946	9662990
573101    0001409	41009	267111	1043129
816673    0003356	24531	352910	2686744
841243    0002376	82621	271301	9910224
364377    0004716	77461	654977	5622383
298396    0004531	42387	981033	3927484
542707    0005414	26825	246908	3660042
041628    0003652	35908	770553	6254412
842959    0008606	78748	330662	1843280
195328    0006344	79896	312262	8573241
482660    0005461	13167	614999	7757658
058894    0005600	52016	823382	2289418
525965    0007023	17704	377585	8825156
559369    0009635	85745	627859	6469791
399253    0007781	29578	156234	4299647
538771    0009243	35310	993303	9519198
279249    0006357	80420	423341	3034671
235284    0006813	71892	473945	5281628
181718    0004798	18369	384575	1316437
758917    0008252	19843	650337	2553068
936144    0009601	91982	848482	7596516
913124    0002315	77253	114765	3727196
615740    0006384	91216	664567	7509557
575792    0001900	28476	101622	2433605
120112    0001993	58379	331097	2036676
381869    0004788	91787	349692	1117857
640749    0006455	37976	648545	5890014
615434    0008345	81432	705297	4735610
787886    0004211	57827	708188	1781700
336673    0004334	83553	583179	5470305
525556    0003429	91307	765084	5713490
842581    0001445	61722	692803	6380297
597143    0005001	98176	124503	6659061
397417    0002645	41828	667924	6869985
650367    0009367	86245	973566	2848489
190791    0008063	50549	769195	3155073
365694    0001616	98158	954036	3999500
776822    0004590	59094	841329	4029650
393145    0002058	81919	826997	8409414
961772    0005232	75477	949226	9645761
164975    0002245	48825	827741	4210441
320710    0007959	95574	735954	7167117
480237    0007000	36543	918646	2596236
660528    0002066	48184	373423	1012434
720161    0008802	20919	210979	8694815
273967    0005645	56366	367725	6289052
173102    0003818	55390	575637	5120259
121510    0008001	73847	563158	2859515
840746    0002802	40759	179402	9297640
322754    0006894	10536	420612	7103555
896149    0001212	37511	586519	2094042
167655    0006337	35366	743045	2486897
943786    0006946	37812	929837	5906557
830208    0002439	95359	471695	7989365
154916    0002576	77400	881048	2243851
734370    0009341	39544	940751	3576009
376893    0008780	45178	682017	6523766
335161    0007842	72694	567250	6880625
191172    0002877	79729	911969	7686386
049603    0005047	78174	360445	6609066
768360    0004020	66470	474049	8146532
178101    0007234	81559	502477	2684231
598102    0007288	76420	133709	9124335
739510    0002154	54912	579693	5783423
481938    0007459	13329	345108	5988071
358589    0007785	50647	255887	2402381
799584    0003608	72949	537284	6730523
676544    0001623	65060	351701	2129633
714338    0005278	27728	854185	6211325
240416    0007411	60863	816934	9387791
025867    0007910	67653	140538	2700963
973195    0009337	83813	183142	5548019
164673    0005367	69414	839095	1394977
667775    0004023	81811	405248	6836200
750521    0004618	34992	602983	4519815
092319    0001805	51263	391811	3955319
980255    0001767	82806	928417	9537454
382951    0008575	17775	675898	7420730
420498    0002805	79110	287697	9548561
284186    0001428	27430	528989	2239059
718647    0006412	63631	191690	1936966
123823    0004554	46611	704899	7605193
351794    0005897	31814	644030	6312500
750720    0006057	20718	421873	8494509
348239    0002683	63143	853724	4258474
697223    0006039	17157	632098	6202478
255209    0002431	45211	763533	7470119
234715    0004761	13374	668202	5713312
947227    0006243	28500	143094	2230116
332807    0009483	12892	342846	8957342
214342    0003768	22708	942258	1247911
322687    0003665	25205	410856	3849787
910604    0009638	66023	237850	4535112
221277    0001288	38951	386417	3181927
199655    0003399	64141	175514	3532506
570267    0007062	71325	997596	4140831
686634    0008516	60492	429806	5400855
988227    0009123	39022	404917	1874292
524803    0006750	40978	921546	8488183
498732    0003390	68775	297818	6911482
199378    0002094	51496	657464	5870856
229284    0005086	65432	738501	5579951
032268    0007900	46727	517554	3904592
284205    0003526	93263	836766	4773461
877643    0008442	90941	563912	2753770
348925    0009992	39648	537693	1463766
299220    0002889	59959	487946	4787932
554619    0003910	21464	994353	2577155
142952    0009355	23884	273310	4371371
997731    0005050	63309	994654	6102970
417212    0005983	77900	345124	8519760
473266    0004098	86900	865590	8210329
334118    0004195	89803	809186	3226077
763328    0006223	98410	667928	8471172
656159    0004329	85423	768988	6228228
069727    0005787	19191	111729	8744502
755339    0004094	56938	113133	9015524
244655    0002155	71210	849459	4347436
224409    0001006	59556	523511	9369019
395729    0004429	96231	403451	9301398
466454    0005792	35241	778793	5738876
396427    0001637	10775	895362	9621586
061648    0003034	11346	854888	3476854
728282    0008275	29870	592450	4593811
945562    0003955	97746	645902	4862385
251616    0006771	86841	475610	6524838
221228    0009599	85810	613110	8210794
721359    0006449	20561	149134	3348500
813922    0006002	19314	881991	5210267
796287    0004169	38836	961515	9181568
681163    0008076	33033	220462	6248840
552697    0004555	81950	279159	1454543
166632    0006879	33893	775988	6415378
067147    0007796	14086	626787	5749635
829448    0001739	92885	260194	5518352
635902    0004933	17747	873936	6962436
790653    0009498	74824	435610	2466992
562146    0008139	13635	138939	7429951
447818    0008174	59809	743158	6731504
139495    0002273	53097	739044	7778167
498275    0006270	14668	495633	7823231
456473    0004826	15351	907133	4787269
273308    0008751	66484	496001	8403771
631451    0005140	14826	404038	7435995
263419    0003220	18209	277727	8874443
855596    0007624	37335	272021	1038893
928251    0005071	46862	214771	7651185
664530    0007125	74049	774908	5185873
533223    0006323	63167	344180	6324344
535222    0005325	40712	913980	4988095
122231    0007591	61922	959226	8532381
